PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,REAGENT_ID,ENTREZ_GENE_ID,NCBI_GENE_SYMBOL,PLATE,WELL,CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1_ROBUST_Z_SCORED,CONTROL_Z_SCORE_BIN,DOX_AVERAGE_CTG_NORMALISED_TO_NT1_ROBUST_Z_SCORED,DOX_Z_SCORE_BIN,COMBINED_ZSCORE_BIN,CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1,CONTROL_AVERAGE_CTG_NORMALISED_TO_MOCK,DOX_AVERAGE_CTG_NORMALISED_TO_NT1,DOX_AVERAGE_CTG_NORMALISED_TO_MOCK,FOLD_CHANGE_RATIO,FOLD_CHANGE_RATIO_Z_SCORE,SEED_CLUSTER_MIRNA_SHARING_SEED
RESULT_TYPE,,,,,,,STRING,TARGET_NCBI_GENE_ID,STRING,INTEGER,STRING,FLOAT,STRING,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,Dharmacon GE reagent id,NCBI Entrez Gene database id of intended siRNA target gene,Official symbol of target NCBI Gene Id,Plate number,Well location,"Control (siRNA alone) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates. Average normalised control CTG values used to calculate robust Z-score.","Control robust Z-score binning classification: LC (low cell count): value (2) -2, Hi (high cell count): value (3) 2, and NC (no change): 2 (3) value (3) -2","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates. Average normalised control CTG values used to calculate robust Z-score.","Doxorubicin robust Z-score binning classification: LC (low cell count): value (2) -2, Hi (high cell count): value (3) 2, and NC (no change): 2 (3) value (3) -2",Combined (CONTROL_Z_SCORE_BIN and DOX_Z_SCORE_BIN) Z-score bins,"Control (siRNA alone) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates.","Control (siRNA alone) CTG data for each replicate normalised to mock, then averaged the normalised values across the 2 replicates.","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates.","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to mock, then averaged the normalised values across the 2 replicates.",DOX_AVERAGE_CTG_NORMALISED_TO_NT1 / CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1,Robust Z-score calculated on the FOLD_CHANGE_RATIO,Seed cluster analysis (using Dharmacon's seed clusterer tool) results. Enrichment score cut-off (3) 8.
1191,152265143,,Inactive,,,,M-044953-00,70257,2010107E04Rik,15023,B20,0.51,NC,1.12,NC,NC both,0.98,0.98,1.04,0.98,1.06,0.9,
1192,152265147,,Inactive,,,,M-048315-00,66052,Sdhc,15017,F06,0.17,NC,-0.56,NC,NC both,0.96,0.95,0.89,0.87,0.93,-0.56,
1193,152265153,,Inactive,,,,M-054949-00,19069,Nup88,15043,G06,-6.74,LC,-6.63,LC,LC both,0.55,0.54,0.35,0.32,0.64,-3.82,
1194,152265158,,Inactive,,,,M-058096-00,66861,Dnajc10,15037,I11,1.69,NC,1.12,NC,NC both,1.05,1.08,1.04,1.06,0.99,0.11,
1195,152265163,,Inactive,,,,M-052329-00,171190,Vmn1r26,15052,B05,0.34,NC,0.79,NC,NC both,0.97,0.97,1.01,0.94,1.04,0.67,
1196,152265175,,Inactive,,,,M-055720-00,66046,Ndufb5,15042,J08,-0.84,NC,0.45,NC,NC both,0.9,0.86,0.98,0.94,1.09,1.24,
1197,152265178,,Inactive,,,,M-063838-00,93692,Glrx,15012,G11,-1.35,NC,0.45,NC,NC both,0.87,0.9,0.98,0.94,1.13,1.69,
1198,152265179,,Inactive,,,,M-040371-00,20983,Syt4,15051,G05,0.67,NC,0,NC,NC both,0.99,0.97,0.94,0.88,0.95,-0.34,
1199,152265181,,Inactive,,,,M-041684-00,20335,Sec61g,15049,C09,-1.69,NC,0,NC,NC both,0.85,0.87,0.94,0.9,1.11,1.46,
1200,152265183,,Inactive,,,,M-063609-00,20184,Uimc1,15017,H13,-0.84,NC,-1.12,NC,NC both,0.9,0.89,0.84,0.82,0.93,-0.56,
1201,152265195,,Inactive,,,,M-064389-00,73991,Atl1,15018,O20,0.51,NC,1.35,NC,NC both,0.98,1,1.06,1.1,1.08,1.12,
1202,152265198,,Inactive,,,,M-058367-00,228714,Csrp2bp,15035,I16,1.18,NC,0.9,NC,NC both,1.02,1.03,1.02,0.99,1,0.22,
1203,152265202,,Inactive,,,,M-041551-00,69953,2810025M15Rik,15024,J12,0,NC,-0.22,NC,NC both,0.95,1,0.92,0.97,0.97,-0.11,
1204,152265208,,Inactive,,,,M-051651-00,80906,Kcnip2,15040,B07,-0.51,NC,-0.9,NC,NC both,0.92,0.93,0.86,0.86,0.93,-0.56,
1205,152265209,,Inactive,,,,M-052059-00,71223,Gpr15,15004,K11,0.51,NC,0.79,NC,NC both,0.98,1,1.01,0.97,1.03,0.56,
1206,152265216,,Inactive,,,,M-054472-00,214766,Mmp21,15013,N10,1.52,NC,0.56,NC,NC both,1.04,1.04,0.99,1.01,0.95,-0.34,
1207,152265223,,Inactive,,,,M-052258-00,231603,A630023P12Rik,15029,M08,-0.84,NC,-0.22,NC,NC both,0.9,0.9,0.92,0.92,1.02,0.45,
1208,152265228,,Inactive,,,,M-054223-00,269472,LOC269472,15032,P18,1.69,NC,1.8,NC,NC both,1.05,1.08,1.1,1.06,1.05,0.79,
1209,152265236,,Inactive,,,,M-043112-00,12613,Cel,15008,A14,0.84,NC,0.79,NC,NC both,1,1.04,1.01,1.02,1.01,0.34,
1210,152265237,,Inactive,,,,M-043686-00,17087,Ly96,15041,O10,-0.84,NC,0.67,NC,NC both,0.9,0.9,1,0.94,1.11,1.46,
1211,152265239,,Inactive,,,,M-057910-00,231413,Grsf1,15011,H07,0.51,NC,-0.11,NC,NC both,0.98,1.02,0.93,0.93,0.95,-0.34,
1212,152265242,,Inactive,,,,M-041998-00,386611,Rnf133,15048,E20,0.51,NC,-0.67,NC,NC both,0.98,0.99,0.88,0.81,0.9,-0.9,
1213,152265253,,Inactive,,,,M-045689-00,78833,Gins3,15024,D12,-0.84,NC,0.22,NC,NC both,0.9,0.95,0.96,1,1.07,1.01,
1214,152265255,,Inactive,,,,M-062865-00,93687,Csnk1a1,15001,J07,-0.17,NC,0,NC,NC both,0.94,0.98,0.94,0.95,1,0.22,
1215,152265257,,Inactive,,,,M-050684-00,93671,Cd163,15007,P22,2.87,Hi,1.46,NC,Hi control,1.12,1.15,1.07,1.02,0.96,-0.22,
1216,152265266,,Inactive,,,,M-062466-00,15413,Hoxb5,15012,C16,-1.18,NC,-0.45,NC,NC both,0.88,0.92,0.9,0.86,1.02,0.45,
1217,152265275,,Inactive,,,,M-040589-00,29875,Iqgap1,15013,A11,1.01,NC,-0.45,NC,NC both,1.01,1.02,0.9,0.92,0.89,-1.01,
1218,152265284,,Inactive,,,,M-062174-00,15408,Hoxb13,15012,C10,-1.01,NC,-0.22,NC,NC both,0.89,0.93,0.92,0.88,1.03,0.56,
1219,152265285,,Inactive,,,,M-063389-00,66588,Cmpk1,15001,A03,0.34,NC,1.24,NC,NC both,0.97,1.01,1.05,1.06,1.08,1.12,
1220,152265296,,Inactive,,,,M-064263-00,75219,Dusp18,15009,L05,0.51,NC,1.12,NC,NC both,0.98,1,1.04,1,1.06,0.9,
1221,152265302,,Inactive,,,,M-056509-00,75627,Snapc1,15018,G08,0.17,NC,-0.11,NC,NC both,0.96,0.99,0.93,0.96,0.97,-0.11,
1222,152265303,,Inactive,,,,M-045817-00,74173,1700012B15Rik,15022,K05,-1.18,NC,-1.35,NC,NC both,0.88,0.84,0.82,0.78,0.93,-0.56,
1223,152265304,,Inactive,,,,M-059152-00,71592,Pogk,15047,A18,0.34,NC,0.9,NC,NC both,0.97,0.96,1.02,0.95,1.05,0.79,
1224,152265308,,Inactive,,,,M-064739-00,67111,Naaa,15031,A04,1.18,NC,-0.11,NC,NC both,1.02,1.04,0.93,0.9,0.91,-0.79,
1225,152265318,,Inactive,,,,M-047703-00,20354,Sema4d,15017,H22,0.17,NC,0,NC,NC both,0.96,0.96,0.94,0.92,0.98,0,
1226,152265320,,Inactive,,,,M-043483-00,14707,Gng5,15039,G19,0.84,NC,-0.9,NC,NC both,1,1.01,0.86,0.84,0.86,-1.35,
1227,152265323,,Active,,,,M-060869-00,66844,Ormdl2,15046,C06,-0.84,NC,-2.14,LC,LC dox,0.9,0.92,0.75,0.74,0.83,-1.69,
1228,152265325,,Inactive,,,,M-041849-00,66766,Tmem239,15027,E09,2.02,Hi,-1.12,NC,Hi control,1.07,1.05,0.84,0.79,0.79,-2.14,
1229,152265326,,Inactive,,,,M-042035-00,71091,Cdkl1,15001,B17,-2.19,LC,-1.12,NC,LC control,0.82,0.86,0.84,0.84,1.02,0.45,
1230,152265327,,Inactive,,,,M-056179-00,73040,2900052N01Rik,15025,O21,0.84,NC,0.45,NC,NC both,1,1.03,0.98,0.96,0.98,0,
1231,152265329,,Active,,,,M-058114-00,71919,Rpap3,15023,D07,-0.17,NC,-4.27,LC,LC dox,0.94,0.94,0.56,0.52,0.6,-4.27,
1232,152265330,,Inactive,,,,M-059764-00,380780,Serpina11,15049,I19,-0.17,NC,-0.9,NC,NC both,0.94,0.96,0.86,0.82,0.91,-0.79,
1233,152265347,,Inactive,,,,M-045539-00,26372,Clcn6,15034,D20,0.34,NC,-1.35,NC,NC both,0.97,0.96,0.82,0.81,0.85,-1.46,
1234,152265360,,Inactive,,,,M-040013-00,17886,Myh9,15014,C06,-0.84,NC,0.67,NC,NC both,0.9,0.91,1,0.97,1.11,1.46,
1235,152265361,,Inactive,,,,M-042852-00,22720,Zfp62,15053,L15,1.85,NC,0.79,NC,NC both,1.06,1.06,1.01,0.98,0.95,-0.34,
1236,152265362,,Inactive,,,,M-055139-00,14812,Grin2b,15011,F11,-1.35,NC,0.67,NC,NC both,0.87,0.92,1,0.98,1.15,1.91,
1237,152265369,,Inactive,,,,M-050157-00,63955,Cables1,15034,K19,0.17,NC,-1.91,NC,NC both,0.96,0.96,0.77,0.76,0.8,-2.02,
1238,152265373,,Inactive,,,,M-063807-00,18256,Oc90,15043,M12,-1.18,NC,-0.45,NC,NC both,0.88,0.86,0.9,0.83,1.02,0.45,
1239,152265377,,Inactive,,,,M-043232-00,11844,Arf5,15031,G13,-1.18,NC,-0.79,NC,NC both,0.88,0.88,0.87,0.84,0.99,0.11,
1240,152265382,,Inactive,,,,M-043278-00,11803,Aplp1,15006,M14,0.51,NC,-0.22,NC,NC both,0.98,0.98,0.92,0.86,0.94,-0.45,
1241,152265389,,Inactive,,,,M-048052-00,75732,Iqcd,15027,I05,-0.17,NC,-1.57,NC,NC both,0.94,0.92,0.8,0.74,0.85,-1.46,
1242,152265400,,Inactive,,,,M-065445-00,258822,Olfr39,15044,N16,-1.35,NC,-1.57,NC,NC both,0.87,0.91,0.8,0.81,0.92,-0.67,
1243,152265405,,Inactive,,,,M-062341-00,20116,Rps8,15048,N09,-5.9,LC,-7.19,LC,LC both,0.6,0.6,0.3,0.28,0.5,-5.4,
1244,152265411,,Inactive,,,,M-056021-00,27218,Slamf1,15018,O15,2.02,Hi,0.9,NC,Hi control,1.07,1.11,1.02,1.06,0.95,-0.34,
1245,152265413,,Inactive,,,,M-058297-00,12818,Col14a1,15008,L15,0.17,NC,0.34,NC,NC both,0.96,1,0.97,0.98,1.01,0.34,
1246,152265414,,Inactive,,,,M-060685-00,54197,Rnf5,15048,I22,0.17,NC,0.22,NC,NC both,0.96,0.97,0.96,0.89,1,0.22,
1247,152265415,,Inactive,,,,M-048460-00,54473,Tollip,15019,B13,-0.84,NC,-0.67,NC,NC both,0.9,0.93,0.88,0.89,0.98,0,
1248,152265418,,Inactive,,,,M-052090-00,665270,BC033606,15032,L04,1.18,NC,0.79,NC,NC both,1.02,1.04,1.01,0.97,0.99,0.11,
1249,152265426,,Inactive,,,,M-050802-00,68995,Mcts1,15014,M20,0.17,NC,1.8,NC,NC both,0.96,0.97,1.1,1.06,1.15,1.91,
1250,152265429,,Active,,,,M-064771-00,232959,Vmn1r178,15052,F17,-0.67,NC,-2.25,LC,LC dox,0.91,0.91,0.74,0.7,0.81,-1.91,
1251,152265430,,Inactive,,,,M-041875-00,66231,Thoc7,15021,J08,-3.71,LC,-3.26,LC,LC both,0.73,0.72,0.65,0.61,0.89,-1.01,
1252,152265431,,Inactive,,,,M-046131-00,15160,Serpind1,15017,N16,1.52,NC,0,NC,NC both,1.04,1.02,0.94,0.92,0.9,-0.9,
1253,152265433,,Inactive,,,,M-046719-00,11807,Apoa2,15006,M20,0,NC,-0.11,NC,NC both,0.95,0.95,0.93,0.87,0.98,0,
1254,152265437,,Inactive,,,,M-055411-00,243996,4933405O20Rik,15026,L16,1.52,NC,-0.45,NC,NC both,1.04,1.02,0.9,0.88,0.87,-1.24,
1255,152265439,,Inactive,,,,M-057143-00,210148,Slc30a6,15049,B22,0.51,NC,2.02,Hi,Hi dox,0.98,1,1.12,1.08,1.14,1.8,
1256,152265441,,Inactive,,,,M-048134-00,22608,Ybx1,15015,C19,1.18,NC,1.01,NC,NC both,1.02,1.04,1.03,1.08,1.01,0.34,
1257,152265442,,Inactive,,,,M-050351-00,54710,Hs3st3b1,15039,P16,1.85,NC,0.67,NC,NC both,1.06,1.08,1,0.98,0.94,-0.45,
1258,152265444,,Inactive,,,,M-057628-00,243816,Gp6,15012,M19,1.18,NC,0.45,NC,NC both,1.02,1.06,0.98,0.94,0.96,-0.22,
1259,152265445,,Inactive,,,,M-058135-00,97440,B3gnt9,15034,G03,-0.17,NC,-0.79,NC,NC both,0.94,0.94,0.87,0.84,0.93,-0.56,
1260,152265452,,Inactive,,,,M-058628-00,67455,Klhl13,15040,N03,1.52,NC,1.12,NC,NC both,1.04,1.06,1.04,1.05,1,0.22,
1261,152265453,,Inactive,,,,M-050219-00,57390,Psors1c2,15047,P17,2.7,Hi,4.95,Hi,Hi both,1.11,1.1,1.38,1.27,1.24,2.92,
1262,152265459,,Inactive,,,,M-059677-00,230379,2410116I05RIK,15024,I07,1.18,NC,0.34,NC,NC both,1.02,1.08,0.97,1.01,0.95,-0.34,
1263,152265466,,Inactive,,,,M-058935-00,229285,Spg20,15018,O18,-0.17,NC,0.45,NC,NC both,0.94,0.98,0.98,1.03,1.04,0.67,
1264,152265470,,Inactive,,,,M-043404-00,14312,Brd2,15001,G22,-0.17,NC,0,NC,NC both,0.94,0.98,0.94,0.94,1,0.22,
1265,152265481,,Inactive,,,,M-053952-00,76117,Arhgap15,15031,I03,0.17,NC,0.67,NC,NC both,0.96,0.97,1,0.97,1.04,0.67,
1266,152265484,,Inactive,,,,M-053742-00,328795,Ubash3a,15020,G11,0.51,NC,-0.45,NC,NC both,0.98,0.98,0.9,0.86,0.92,-0.67,
1267,152265490,,Inactive,,,,M-046954-00,71508,Zfp935,15028,O09,1.18,NC,1.35,NC,NC both,1.02,1,1.06,0.98,1.04,0.67,
1268,152265494,,Inactive,,,,M-057360-00,230917,Tmem201,15031,F21,0.34,NC,-0.45,NC,NC both,0.97,0.98,0.9,0.87,0.93,-0.56,
1269,152265502,,Active,,,,M-042392-00,11740,Slc25a5,15018,J12,-1.18,NC,-2.14,LC,LC dox,0.88,0.9,0.75,0.78,0.85,-1.46,
1270,152265506,,Inactive,,,,M-048935-00,80284,Smim12,15032,O07,0.51,NC,0.9,NC,NC both,0.98,1,1.02,0.98,1.04,0.67,
1271,152265509,,Inactive,,,,M-044628-00,68944,Tmco1,15022,E16,1.52,NC,-0.34,NC,NC both,1.04,1,0.91,0.84,0.88,-1.12,
1272,152265512,,Inactive,,,,M-047278-00,16579,Kifap3,15013,K18,1.69,NC,-0.22,NC,NC both,1.05,1.05,0.92,0.94,0.88,-1.12,
1273,152265515,,Inactive,,,,M-040544-00,12568,Cdk5,15001,O18,-0.67,NC,1.12,NC,NC both,0.91,0.94,1.04,1.04,1.14,1.8,
1274,152265518,,Inactive,,,,M-046061-00,75452,Ascc2,15022,I13,0.17,NC,-0.11,NC,NC both,0.96,0.92,0.93,0.86,0.97,-0.11,
1275,152265520,,Inactive,,,,M-050120-00,28253,Slco1b2,15050,E05,-0.34,NC,0.67,NC,NC both,0.93,0.96,1,0.96,1.08,1.12,
1276,152265535,,Inactive,,,,M-042800-00,20941,Svs4,15050,N04,1.35,NC,0.67,NC,NC both,1.03,1.06,1,0.96,0.97,-0.11,
1277,152265552,,Inactive,,,,M-051699-00,77040,Atg16l1,15031,C13,-0.17,NC,-0.22,NC,NC both,0.94,0.96,0.92,0.9,0.98,0,
1278,152265564,,Inactive,,,,M-056987-00,74522,Morc2a,15053,A04,0.67,NC,1.57,NC,NC both,0.99,1,1.08,1.04,1.09,1.24,
1279,152265566,,Inactive,,,,M-047919-00,116913,Tpbpb,15051,J06,-0.17,NC,0.34,NC,NC both,0.94,0.92,0.97,0.91,1.03,0.56,
1280,152265581,,Inactive,,,,M-052096-00,231912,Katnal1,15041,H10,-0.51,NC,0.45,NC,NC both,0.92,0.92,0.98,0.92,1.07,1.01,
1281,152265588,,Inactive,,,,M-046011-00,14854,Gss,15011,H17,0.34,NC,0.9,NC,NC both,0.97,1.02,1.02,1.02,1.05,0.79,
1282,152265593,,Inactive,,,,M-043954-00,29861,Dpf1,15042,N06,-0.84,NC,-0.67,NC,NC both,0.9,0.86,0.88,0.86,0.98,0,
1283,152265594,,Inactive,,,,M-056863-00,19211,B430203M17RIK,15032,A03,0.51,NC,0.56,NC,NC both,0.98,1,0.99,0.96,1.01,0.34,
1284,152265602,,Inactive,,,,M-041538-00,75541,1700019G17Rik,15022,O11,0.84,NC,1.12,NC,NC both,1,0.96,1.04,0.97,1.04,0.67,
1285,152265613,,Inactive,,,,M-045230-00,14030,Ewsr1,15010,O19,1.18,NC,-0.22,NC,NC both,1.02,1.01,0.92,0.92,0.9,-0.9,
1286,152265614,,Inactive,,,,M-060074-00,269959,Adamtsl3,15005,P04,1.18,NC,0,NC,NC both,1.02,1.04,0.94,0.9,0.92,-0.67,
1287,152265618,,Inactive,,,,M-043120-00,12703,Socs1,15002,P12,2.19,Hi,2.25,Hi,Hi both,1.08,1.07,1.14,1.07,1.06,0.9,
1288,152265627,,Inactive,,,,M-040248-00,11303,Abca1,15005,J11,1.18,NC,-0.11,NC,NC both,1.02,1.04,0.93,0.89,0.91,-0.79,
1289,152265630,,Inactive,,,,M-055651-00,13074,Cyp17a1,15009,M07,-0.67,NC,0.45,NC,NC both,0.91,0.94,0.98,0.94,1.08,1.12,
1290,152265635,,Active,,,,M-062480-00,12364,Casp12,15034,G22,-0.17,NC,-2.14,LC,LC dox,0.94,0.94,0.75,0.73,0.8,-2.02,
1291,152265647,,Inactive,,,,M-060764-00,56622,Adam21,15030,M13,-0.17,NC,-0.45,NC,NC both,0.94,0.93,0.9,0.88,0.96,-0.22,
1292,152265652,,Inactive,,,,M-043878-00,16818,Lck,15002,G11,-0.51,NC,0,NC,NC both,0.92,0.9,0.94,0.89,1.02,0.45,
1293,152265657,,Inactive,,,,M-058832-00,74754,Dhcr24,15009,E14,-0.84,NC,1.57,NC,NC both,0.9,0.92,1.08,1.03,1.2,2.47,
1294,152265670,,Inactive,,,,M-049623-00,50905,Il17rb,15012,B10,-1.18,NC,0.22,NC,NC both,0.88,0.92,0.96,0.92,1.09,1.24,
1295,152265672,,Inactive,,,,M-057779-00,72729,Cdc42se2,15024,N22,1.35,NC,1.46,NC,NC both,1.03,1.08,1.07,1.12,1.04,0.67,
1296,152265679,,Inactive,,,,M-048944-00,269378,Ahcy,15030,I06,-0.34,NC,0.11,NC,NC both,0.93,0.91,0.95,0.94,1.02,0.45,
1297,152265692,,Inactive,,,,M-047377-00,22024,Crisp2,15035,C18,1.85,NC,0.45,NC,NC both,1.06,1.07,0.98,0.94,0.92,-0.67,
1298,152265702,,Inactive,,,,M-044001-00,20868,Stk10,15003,A13,-1.35,NC,0.9,NC,NC both,0.87,0.88,1.02,1.04,1.17,2.14,
1299,152265704,,Inactive,,,,M-040359-00,54610,Tbc1d8,15051,O15,0.34,NC,1.69,NC,NC both,0.97,0.96,1.09,1.02,1.12,1.57,
1300,152265705,,Inactive,,,,M-057487-00,73827,Tmem198b,15021,K20,-0.17,NC,0,NC,NC both,0.94,0.92,0.94,0.88,1,0.22,
1301,152265707,,Inactive,,,,M-063731-00,74549,Mau2,15028,K12,0.51,NC,-0.9,NC,NC both,0.98,0.96,0.86,0.79,0.88,-1.12,
1302,152265716,,Inactive,,,,M-058026-00,234378,Klhl26,15033,P20,1.85,NC,0.9,NC,NC both,1.06,1.08,1.02,0.98,0.96,-0.22,
1303,152265719,,Inactive,,,,M-050434-00,78751,4833425H18RIK,15025,H16,-0.17,NC,1.01,NC,NC both,0.94,0.96,1.03,1.02,1.1,1.35,
1304,152265721,,Active,,,,M-042086-00,14582,Gfi1b,15011,K06,-1.18,NC,-2.59,LC,LC dox,0.88,0.92,0.71,0.7,0.81,-1.91,
1305,152265724,,Inactive,,,,M-045630-00,20215,Sag,15017,L07,0.17,NC,-0.9,NC,NC both,0.96,0.94,0.86,0.84,0.9,-0.9,
1306,152265725,,Inactive,,,,M-044876-00,23879,Fxr2,15011,G09,-0.17,NC,0.22,NC,NC both,0.94,1,0.96,0.95,1.02,0.45,
1307,152265731,,Inactive,,,,M-052481-00,330149,Hfm1,15029,K21,-0.17,NC,-1.35,NC,NC both,0.94,0.95,0.82,0.83,0.87,-1.24,
1308,152265735,,Inactive,,,,M-047772-00,16411,Itgax,15013,G15,-0.84,NC,0.67,NC,NC both,0.9,0.9,1,1.02,1.11,1.46,
1309,152265741,,Inactive,,,,M-049135-00,77669,Arhgef38,15005,O04,-0.17,NC,-0.9,NC,NC both,0.94,0.96,0.86,0.82,0.91,-0.79,
1310,152265744,,Inactive,,,,M-058139-00,98314,D2hgdh,15030,M20,0,NC,-0.9,NC,NC both,0.95,0.94,0.86,0.86,0.91,-0.79,
1311,152265746,,Inactive,,,,M-040869-00,19336,Rab24,15047,J04,0.67,NC,-0.11,NC,NC both,0.99,0.98,0.93,0.86,0.94,-0.45,
1312,152265770,,Inactive,,,,M-045995-00,16867,Lhcgr,15004,G15,1.01,NC,1.8,NC,NC both,1.01,1.03,1.1,1.06,1.09,1.24,
1313,152265774,,Inactive,,,,M-051427-00,70810,Krt25,15025,F19,-1.01,NC,1.24,NC,NC both,0.89,0.91,1.05,1.03,1.18,2.25,
1314,152265778,,Inactive,,,,M-040615-00,224105,Pak2,15002,M06,0.34,NC,0.67,NC,NC both,0.97,0.96,1,0.94,1.03,0.56,
1315,152265782,,Inactive,,,,M-050236-00,67591,Ubl4b,15026,K16,2.53,Hi,-0.11,NC,Hi control,1.1,1.08,0.93,0.92,0.85,-1.46,
1316,152265787,,Inactive,,,,M-043960-00,19173,Psmb5,15047,L17,-7.25,LC,-6.52,LC,LC both,0.52,0.5,0.36,0.34,0.69,-3.26,
1317,152265790,,Inactive,,,,M-052004-00,234724,Tat,15019,H11,-0.17,NC,0.67,NC,NC both,0.94,0.97,1,1.01,1.06,0.9,
1318,152265791,,Inactive,,,,M-053927-00,73333,Slc25a31,15022,J11,-1.85,NC,-0.67,NC,NC both,0.84,0.8,0.88,0.82,1.05,0.79,
1319,152265800,,Inactive,,,,M-046745-00,107734,Mrpl30,15042,A12,-0.34,NC,-0.11,NC,NC both,0.93,0.89,0.93,0.9,1,0.22,
1320,152265801,,Inactive,,,,M-061686-00,258386,Olfr1058,15043,J11,-1.52,NC,-1.69,NC,NC both,0.86,0.83,0.79,0.73,0.92,-0.67,
1321,152265802,,Inactive,,,,M-063752-00,76261,0610040J01Rik,15021,O03,-0.34,NC,1.8,NC,NC both,0.93,0.91,1.1,1.04,1.18,2.25,
1322,152265803,,Inactive,,,,M-064808-00,70579,Zc3h11a,15027,O06,0.51,NC,-0.56,NC,NC both,0.98,0.96,0.89,0.83,0.91,-0.79,
1323,152265804,,Inactive,,,,M-040561-00,12606,Cebpa,15008,A06,-0.51,NC,0,NC,NC both,0.92,0.96,0.94,0.94,1.02,0.45,
1324,152265807,,Inactive,,,,M-064840-00,22121,Rpl13a,15017,B05,-3.2,LC,-4.05,LC,LC both,0.76,0.76,0.58,0.57,0.76,-2.47,
1325,152265821,,Inactive,,,,M-056286-00,78323,Fam219b,15023,F11,-1.85,NC,-1.35,NC,NC both,0.84,0.84,0.82,0.78,0.98,0,
1326,152265823,,Inactive,,,,M-063020-00,53975,Ddx20,15009,C04,-0.17,NC,-0.9,NC,NC both,0.94,0.97,0.86,0.82,0.91,-0.79,
1327,152265832,,Inactive,,,,M-045739-00,14201,Fhl3,15038,K12,-1.52,NC,-0.22,NC,NC both,0.86,0.84,0.92,0.92,1.07,1.01,
1328,152265834,,Inactive,,,,M-061216-00,258579,Olfr1018,15043,D21,0,NC,-0.11,NC,NC both,0.95,0.93,0.93,0.86,0.98,0,
1329,152265835,,Inactive,,,,M-063864-00,110595,Timp4,15019,A10,0.84,NC,0.45,NC,NC both,1,1.04,0.98,1,0.98,0,
1330,152265836,,Active,,,,M-048319-00,18689,Phxr4,15046,N06,-1.18,NC,-2.47,LC,LC dox,0.88,0.9,0.72,0.71,0.82,-1.8,
1331,152265847,,Inactive,,,,M-057095-00,22343,Lin7c,15041,E05,-0.84,NC,-1.46,NC,NC both,0.9,0.9,0.81,0.76,0.9,-0.9,
1332,152265848,,Inactive,,,,M-045084-00,70337,Iyd,15021,C13,0.51,NC,1.57,NC,NC both,0.98,0.95,1.08,1.01,1.1,1.35,
1333,152265849,,Inactive,,,,M-045764-00,16511,Kcnh2,15013,A14,0.51,NC,0.56,NC,NC both,0.98,0.98,0.99,1.02,1.01,0.34,
1334,152265850,,Inactive,,,,M-047153-00,67281,Rpl37,15017,B07,-4.89,LC,-3.82,LC,LC both,0.66,0.66,0.6,0.6,0.91,-0.79,
1335,152265852,,Inactive,,,,M-057724-00,22319,Vamp3,15052,H04,0.17,NC,-0.56,NC,NC both,0.96,0.96,0.89,0.83,0.93,-0.56,
1336,152265855,,Inactive,,,,M-056345-00,101592,Eftud1,15027,D12,-0.17,NC,0.11,NC,NC both,0.94,0.92,0.95,0.88,1.01,0.34,
1337,152265867,,Inactive,,,,M-048526-00,11859,Phox2a,15015,F04,0.17,NC,0,NC,NC both,0.96,0.97,0.94,0.99,0.98,0,
1338,152265869,,Inactive,,,,M-063684-00,72199,Mms19,15042,C15,-2.19,LC,-1.35,NC,LC control,0.82,0.78,0.82,0.79,1,0.22,
1339,152265872,,Inactive,,,,M-059017-00,214063,Dnajc16,15025,N11,0.34,NC,-0.45,NC,NC both,0.97,0.99,0.9,0.89,0.93,-0.56,
1340,152265873,,Inactive,,,,M-050140-00,63913,Fam129a,15043,A05,0.84,NC,0,NC,NC both,1,0.97,0.94,0.88,0.94,-0.45,
1341,152265877,,Inactive,,,,M-040297-00,232533,Stk38l,15003,E11,-1.69,NC,-1.35,NC,NC both,0.85,0.86,0.82,0.82,0.96,-0.22,
1342,152265882,,Inactive,,,,M-046912-00,16443,Itsn1,15013,I19,0.51,NC,0.22,NC,NC both,0.98,0.98,0.96,0.98,0.98,0,
1343,152265885,,Inactive,,,,M-048666-00,59006,Myoz2,15042,N05,0.84,NC,0.45,NC,NC both,1,0.96,0.98,0.94,0.98,0,
1344,152265898,,Active,,,,M-053157-00,320415,Gchfr,15023,H04,1.69,NC,-2.25,LC,LC dox,1.05,1.04,0.74,0.7,0.7,-3.15,
